championName,itemId,itemName,total
Neeko,1043,"Recurve Bow",1
Nidalee,3364,"Oracle Lens",108
Nidalee,3020,"Sorcerer's Shoes",81
Nidalee,1082,"Dark Seal",70
Nidalee,3157,"Zhonya's Hourglass",68
Nidalee,4636,"Night Harvester",66
Nidalee,2031,"Refillable Potion",28
Nidalee,3152,"Hextech Rocketbelt",23
Nidalee,1026,"Blasting Wand",21
Nidalee,3158,"Ionian Boots of Lucidity",21
Nidalee,1052,"Amplifying Tome",19
Nidalee,3100,"Lich Bane",18
Nidalee,2055,"Control Ward",17
Nidalee,3135,"Void Staff",15
Nidalee,3041,"Mejai's Soulstealer",14
Nidalee,4630,"Blighting Jewel",13
Nidalee,3057,Sheen,8
Nidalee,1058,"Needlessly Large Rod",7
Nidalee,3165,Morellonomicon,6
Nidalee,3916,"Oblivion Orb",6
Nidalee,4633,Riftmaker,6
Nidalee,2421,"Broken Stopwatch",6
Nidalee,3108,"Fiendish Codex",5
Nidalee,3102,"Banshee's Veil",5
Nidalee,6655,"Luden's Tempest",5
Nidalee,3089,"Rabadon's Deathcap",5
Nidalee,1028,"Ruby Crystal",4
Nidalee,1029,"Cloth Armor",4
Nidalee,3145,"Hextech Alternator",4
Nidalee,4632,"Verdant Barrier",4
Nidalee,3067,Kindlegem,3
Nidalee,1001,Boots,3
Nidalee,4628,"Horizon Focus",3
Nidalee,3111,"Mercury's Treads",2
Nidalee,3113,"Aether Wisp",2
Nidalee,3047,"Plated Steelcaps",2
Nidalee,3191,"Seeker's Armguard",2
Nidalee,3340,"Stealth Ward",2
Nidalee,2422,"Slightly Magical Footwear",2
Nidalee,2420,Stopwatch,2
Nidalee,3024,"Glacial Buckler",2
Nidalee,3110,"Frozen Heart",2
Nidalee,6656,Everfrost,2
Nidalee,3802,"Lost Chapter",1
Nidalee,3011,"Chemtech Putrifier",1
Nidalee,3065,"Spirit Visage",1
Nidalee,3116,"Rylai's Crystal Scepter",1
Nidalee,1011,"Giant's Belt",1
Nidalee,3211,"Spectre's Cowl",1
Nidalee,1033,"Null-Magic Mantle",1
Nidalee,6333,"Death's Dance",1
Nidalee,6616,"Staff of Flowing Water",1
Nidalee,6617,"Moonstone Renewer",1
Nidalee,6632,"Divine Sunderer",1
Nidalee,6653,"Liandry's Anguish",1
Nidalee,1055,"Doran's Blade",1
Nidalee,3513,"Eye of the Herald",1
Nidalee,7010,Vespertide,1
Nocturne,6631,Stridebreaker,510
Nocturne,3053,"Sterak's Gage",324
Nocturne,3158,"Ionian Boots of Lucidity",283
Nocturne,3363,"Farsight Alteration",275
Nocturne,3364,"Oracle Lens",191
Nocturne,2033,"Corrupting Potion",191
Nocturne,3047,"Plated Steelcaps",176
Nocturne,2055,"Control Ward",99
Nocturne,3026,"Guardian Angel",89
Nocturne,3044,Phage,85
Nocturne,1028,"Ruby Crystal",81
Nocturne,3340,"Stealth Ward",76
Nocturne,1037,Pickaxe,60
Nocturne,3123,"Executioner's Calling",59
Nocturne,1036,"Long Sword",57
Nocturne,2421,"Broken Stopwatch",55
Nocturne,3067,Kindlegem,54
Nocturne,3111,"Mercury's Treads",51
Nocturne,3071,"Black Cleaver",48
Nocturne,2031,"Refillable Potion",47
Nocturne,3133,"Caulfield's Warhammer",43
Nocturne,1055,"Doran's Blade",41
Nocturne,1029,"Cloth Armor",38
Nocturne,3143,"Randuin's Omen",36
Nocturne,6609,"Chempunk Chainsword",32
Nocturne,6695,"Serpent's Fang",30
Nocturne,2420,Stopwatch,29
Nocturne,1031,"Chain Vest",26
Nocturne,3076,"Bramble Vest",25
Nocturne,8001,"Anathema's Chains",24
Nocturne,3051,"Hearthbound Axe",21
Nocturne,3181,Hullbreaker,19
Nocturne,1057,"Negatron Cloak",19
Nocturne,3134,"Serrated Dirk",19
Nocturne,1001,Boots,19
Nocturne,1038,"B. F. Sword",18
Nocturne,3082,"Warden's Mail",18
Nocturne,6029,"Ironspike Whip",16
Nocturne,3091,"Wit's End",15
Nocturne,3075,Thornmail,12
Nocturne,1033,"Null-Magic Mantle",10
Nocturne,3065,"Spirit Visage",7
Nocturne,6333,"Death's Dance",7
Nocturne,3035,"Last Whisper",6
Nocturne,2422,"Slightly Magical Footwear",6
Nocturne,1011,"Giant's Belt",6
Nocturne,3074,"Ravenous Hydra",5
Nocturne,3814,"Edge of Night",5
Nocturne,6630,Goredrinker,5
Nocturne,1083,Cull,5
Nocturne,3105,"Aegis of the Legion",5
Nocturne,3077,Tiamat,4
Nocturne,3193,"Gargoyle Stoneplate",4
Nocturne,3110,"Frozen Heart",4
Nocturne,3854,"Steel Shoulderguards",4
Nocturne,6676,"The Collector",4
Nocturne,3156,"Maw of Malmortius",3
Nocturne,1053,"Vampiric Scepter",3
Nocturne,3211,"Spectre's Cowl",3
Nocturne,6691,"Duskblade of Draktharr",3
Nocturne,3153,"Blade of The Ruined King",3
Nocturne,1042,Dagger,2
Nocturne,1043,"Recurve Bow",2
Nocturne,4401,"Force of Nature",2
Nocturne,2010,"Total Biscuit of Everlasting Will",2
Nocturne,3006,"Berserker's Greaves",2
Nocturne,3042,Muramana,2
Nocturne,3068,"Sunfire Aegis",2
Nocturne,3142,"Youmuu's Ghostblade",2
Nocturne,1054,"Doran's Shield",2
Nocturne,3157,"Zhonya's Hourglass",2
Nocturne,6694,"Serylda's Grudge",2
Nocturne,3179,"Umbral Glaive",2
Nocturne,3748,"Titanic Hydra",2
Nocturne,3033,"Mortal Reminder",1
Nocturne,3009,"Boots of Swiftness",1
Nocturne,3004,Manamune,1
Nocturne,3001,"Abyssal Mask",1
Nocturne,3513,"Eye of the Herald",1
Nocturne,3742,"Dead Man's Plate",1
Nocturne,3109,"Knight's Vow",1
Nocturne,3117,"Mobility Boots",1
Nocturne,3070,"Tear of the Goddess",1
Nocturne,7016,Dreamshatter,1
Nocturne,3066,"Winged Moonplate",1
Nunu,3364,"Oracle Lens",221
Nunu,3068,"Sunfire Aegis",143
Nunu,1082,"Dark Seal",139
Nunu,3047,"Plated Steelcaps",100
Nunu,3020,"Sorcerer's Shoes",54
Nunu,3111,"Mercury's Treads",53
Nunu,1028,"Ruby Crystal",49
Nunu,2055,"Control Ward",48
Nunu,3076,"Bramble Vest",43
Nunu,2031,"Refillable Potion",41
Nunu,3067,Kindlegem,39
Nunu,3075,Thornmail,36
Nunu,3152,"Hextech Rocketbelt",34
Nunu,3065,"Spirit Visage",23
Nunu,3041,"Mejai's Soulstealer",21
Nunu,3211,"Spectre's Cowl",21
Nunu,8001,"Anathema's Chains",19
Nunu,3143,"Randuin's Omen",18
Nunu,1029,"Cloth Armor",18
Nunu,1011,"Giant's Belt",17
Nunu,1001,Boots,17
Nunu,6656,Everfrost,17
Nunu,3082,"Warden's Mail",16
Nunu,1052,"Amplifying Tome",15
Nunu,3135,"Void Staff",14
Nunu,3742,"Dead Man's Plate",14
Nunu,6662,"Frostfire Gauntlet",13
Nunu,6660,"Bami's Cinder",13
Nunu,3340,"Stealth Ward",12
Nunu,1027,"Sapphire Crystal",12
Nunu,1056,"Doran's Ring",12
Nunu,3066,"Winged Moonplate",12
Nunu,1058,"Needlessly Large Rod",12
Nunu,3157,"Zhonya's Hourglass",11
Nunu,1033,"Null-Magic Mantle",10
Nunu,1057,"Negatron Cloak",9
Nunu,1026,"Blasting Wand",9
Nunu,3089,"Rabadon's Deathcap",8
Nunu,2421,"Broken Stopwatch",7
Nunu,3105,"Aegis of the Legion",7
Nunu,1031,"Chain Vest",5
Nunu,3158,"Ionian Boots of Lucidity",5
Nunu,3109,"Knight's Vow",5
Nunu,2420,Stopwatch,4
Nunu,3001,"Abyssal Mask",4
Nunu,3191,"Seeker's Armguard",4
Nunu,3145,"Hextech Alternator",4
Nunu,3083,"Warmog's Armor",4
Nunu,3916,"Oblivion Orb",3
Nunu,4630,"Blighting Jewel",3
Nunu,3165,Morellonomicon,3
Nunu,1035,Emberknife,2
Nunu,3513,"Eye of the Herald",2
Nunu,3102,"Banshee's Veil",2
Nunu,3024,"Glacial Buckler",1
Nunu,1039,Hailblade,1
Nunu,3190,"Locket of the Iron Solari",1
Nunu,3193,"Gargoyle Stoneplate",1
Nunu,3117,"Mobility Boots",1
Nunu,3107,Redemption,1
Nunu,3802,"Lost Chapter",1
Nunu,3858,"Relic Shield",1
Nunu,3859,"Targon's Buckler",1
Nunu,3860,"Bulwark of the Mountain",1
Nunu,4632,"Verdant Barrier",1
Nunu,4636,"Night Harvester",1
Nunu,4637,"Demonic Embrace",1
Nunu,6664,"Turbo Chemtank",1
Nunu,7004,"Forgefire Crest",1
Nunu,1054,"Doran's Shield",1
Olaf,3364,"Oracle Lens",90
Olaf,6630,Goredrinker,77
Olaf,3047,"Plated Steelcaps",63
Olaf,3053,"Sterak's Gage",57
Olaf,2031,"Refillable Potion",30
Olaf,3158,"Ionian Boots of Lucidity",24
Olaf,3065,"Spirit Visage",21
Olaf,2055,"Control Ward",20
Olaf,3067,Kindlegem,18
Olaf,1028,"Ruby Crystal",17
Olaf,6631,Stridebreaker,17
Olaf,3076,"Bramble Vest",12
Olaf,3082,"Warden's Mail",10
Olaf,6333,"Death's Dance",10
Olaf,1036,"Long Sword",9
Olaf,1029,"Cloth Armor",8
Olaf,3044,Phage,8
Olaf,3123,"Executioner's Calling",8
Olaf,8001,"Anathema's Chains",7
Olaf,3133,"Caulfield's Warhammer",7
Olaf,3143,"Randuin's Omen",7
Olaf,1011,"Giant's Belt",6
Olaf,1037,Pickaxe,6
Olaf,3026,"Guardian Angel",6
Olaf,3075,Thornmail,6
Olaf,3071,"Black Cleaver",5
Olaf,3211,"Spectre's Cowl",5
Olaf,3340,"Stealth Ward",5
Olaf,1033,"Null-Magic Mantle",4
Olaf,1031,"Chain Vest",4
Olaf,3181,Hullbreaker,3
Olaf,6609,"Chempunk Chainsword",3
Olaf,2421,"Broken Stopwatch",3
Olaf,2033,"Corrupting Potion",3
Olaf,2422,"Slightly Magical Footwear",3
Olaf,1055,"Doran's Blade",2
Olaf,1038,"B. F. Sword",2
Olaf,4401,"Force of Nature",2
Olaf,2420,Stopwatch,2
Olaf,3111,"Mercury's Treads",2
Olaf,3009,"Boots of Swiftness",1
Olaf,3042,Muramana,1
Olaf,1057,"Negatron Cloak",1
Olaf,1083,Cull,1
Olaf,1001,Boots,1
Olaf,1035,Emberknife,1
Olaf,3363,"Farsight Alteration",1
Olaf,3513,"Eye of the Herald",1
Olaf,3742,"Dead Man's Plate",1
Olaf,2140,"Elixir of Wrath",1
Olaf,1039,Hailblade,1
Olaf,1004,"Faerie Charm",1
Orianna,6655,"Luden's Tempest",52
Orianna,3020,"Sorcerer's Shoes",46
Orianna,3040,"Seraph's Embrace",44
Orianna,3363,"Farsight Alteration",38
Orianna,3340,"Stealth Ward",33
Orianna,1056,"Doran's Ring",25
Orianna,1082,"Dark Seal",23
Orianna,3070,"Tear of the Goddess",21
Orianna,1058,"Needlessly Large Rod",19
Orianna,2033,"Corrupting Potion",16
Orianna,3157,"Zhonya's Hourglass",15
Orianna,6653,"Liandry's Anguish",14
Orianna,2055,"Control Ward",11
Orianna,3158,"Ionian Boots of Lucidity",10
Orianna,3041,"Mejai's Soulstealer",9
Orianna,3111,"Mercury's Treads",9
Orianna,1052,"Amplifying Tome",7
Orianna,3108,"Fiendish Codex",6
Orianna,3916,"Oblivion Orb",6
Orianna,3135,"Void Staff",5
Orianna,1026,"Blasting Wand",5
Orianna,3102,"Banshee's Veil",4
Orianna,3165,Morellonomicon,4
Orianna,3191,"Seeker's Armguard",4
Orianna,1001,Boots,3
Orianna,2031,"Refillable Potion",3
Orianna,3802,"Lost Chapter",3
Orianna,4630,"Blighting Jewel",3
Orianna,3089,"Rabadon's Deathcap",3
Orianna,2421,"Broken Stopwatch",3
Orianna,2420,Stopwatch,2
Orianna,2422,"Slightly Magical Footwear",1
Orianna,3364,"Oracle Lens",1
Orianna,3078,"Trinity Force",1
Orianna,2010,"Total Biscuit of Everlasting Will",1
Orianna,1029,"Cloth Armor",1
Orianna,4632,"Verdant Barrier",1
Orianna,2003,"Health Potion",1
Orianna,3067,Kindlegem,1
Orianna,6656,Everfrost,1
Ornn,3340,"Stealth Ward",56
Ornn,3047,"Plated Steelcaps",54
Ornn,3075,Thornmail,31
Ornn,1054,"Doran's Shield",30
Ornn,3076,"Bramble Vest",28
Ornn,7004,"Forgefire Crest",26
Ornn,7005,"Rimeforged Grasp",24
Ornn,1011,"Giant's Belt",19
Ornn,3067,Kindlegem,15
Ornn,3111,"Mercury's Treads",14
Ornn,3001,"Abyssal Mask",14
Ornn,3363,"Farsight Alteration",13
Ornn,2033,"Corrupting Potion",13
Ornn,2055,"Control Ward",12
Ornn,8001,"Anathema's Chains",11
Ornn,1057,"Negatron Cloak",11
Ornn,2031,"Refillable Potion",11
Ornn,1029,"Cloth Armor",10
Ornn,3068,"Sunfire Aegis",9
Ornn,1028,"Ruby Crystal",9
Ornn,6660,"Bami's Cinder",7
Ornn,1033,"Null-Magic Mantle",7
Ornn,3083,"Warmog's Armor",5
Ornn,3143,"Randuin's Omen",5
Ornn,3105,"Aegis of the Legion",4
Ornn,3082,"Warden's Mail",4
Ornn,3110,"Frozen Heart",4
Ornn,3364,"Oracle Lens",4
Ornn,3024,"Glacial Buckler",3
Ornn,2422,"Slightly Magical Footwear",2
Ornn,3801,"Crystalline Bracer",2
Ornn,1001,Boots,2
Ornn,6662,"Frostfire Gauntlet",2
Ornn,7017,Deicide,2
Ornn,3065,"Spirit Visage",1
Ornn,3066,"Winged Moonplate",1
Ornn,3857,"Pauldrons of Whiterock",1
Ornn,4401,"Force of Nature",1
Ornn,3123,"Executioner's Calling",1
Ornn,3158,"Ionian Boots of Lucidity",1
Ornn,6664,"Turbo Chemtank",1
Ornn,3190,"Locket of the Iron Solari",1
Ornn,3193,"Gargoyle Stoneplate",1
Ornn,1006,"Rejuvenation Bead",1
Ornn,2010,"Total Biscuit of Everlasting Will",1
Pantheon,3364,"Oracle Lens",54
Pantheon,6692,Eclipse,39
Pantheon,2055,"Control Ward",32
Pantheon,3857,"Pauldrons of Whiterock",28
Pantheon,3047,"Plated Steelcaps",26
Pantheon,3111,"Mercury's Treads",24
Pantheon,3340,"Stealth Ward",21
Pantheon,1036,"Long Sword",19
Pantheon,2033,"Corrupting Potion",19
Pantheon,3123,"Executioner's Calling",16
Pantheon,3134,"Serrated Dirk",14
Pantheon,6631,Stridebreaker,12
Pantheon,3855,"Runesteel Spaulders",11
Pantheon,3179,"Umbral Glaive",9
Pantheon,3071,"Black Cleaver",9
Pantheon,1006,"Rejuvenation Bead",9
Pantheon,3117,"Mobility Boots",9
Pantheon,1028,"Ruby Crystal",9
Pantheon,6609,"Chempunk Chainsword",9
Pantheon,3044,Phage,9
Pantheon,3158,"Ionian Boots of Lucidity",9
Pantheon,3009,"Boots of Swiftness",7
Pantheon,3026,"Guardian Angel",7
Pantheon,3133,"Caulfield's Warhammer",7
Pantheon,3153,"Blade of The Ruined King",7
Pantheon,3363,"Farsight Alteration",7
Pantheon,1037,Pickaxe,7
Pantheon,3067,Kindlegem,6
Pantheon,2031,"Refillable Potion",6
Pantheon,1031,"Chain Vest",6
Pantheon,6695,"Serpent's Fang",6
Pantheon,1053,"Vampiric Scepter",5
Pantheon,1029,"Cloth Armor",5
Pantheon,6632,"Divine Sunderer",5
Pantheon,1001,Boots,4
Pantheon,3864,"Black Mist Scythe",4
Pantheon,2420,Stopwatch,4
Pantheon,6630,Goredrinker,4
Pantheon,2421,"Broken Stopwatch",4
Pantheon,3042,Muramana,3
Pantheon,1018,"Cloak of Agility",3
Pantheon,3801,"Crystalline Bracer",3
Pantheon,3053,"Sterak's Gage",3
Pantheon,1038,"B. F. Sword",2
Pantheon,1055,"Doran's Blade",2
Pantheon,6029,"Ironspike Whip",2
Pantheon,6676,"The Collector",2
Pantheon,3814,"Edge of Night",2
Pantheon,3742,"Dead Man's Plate",1
Pantheon,1042,Dagger,1
Pantheon,1043,"Recurve Bow",1
Pantheon,2003,"Health Potion",1
Pantheon,2065,"Shurelya's Battlesong",1
Pantheon,3863,"Harrowing Crescent",1
Pantheon,2422,"Slightly Magical Footwear",1
Pantheon,4643,"Vigilant Wardstone",1
Pantheon,3140,"Quicksilver Sash",1
Pantheon,3001,"Abyssal Mask",1
Pantheon,3155,Hexdrinker,1
Pantheon,3057,Sheen,1
Pantheon,3070,"Tear of the Goddess",1
Pantheon,3076,"Bramble Vest",1
Pantheon,6691,"Duskblade of Draktharr",1
Pantheon,3078,"Trinity Force",1
Pantheon,6693,"Prowler's Claw",1
Pantheon,3082,"Warden's Mail",1
Poppy,3364,"Oracle Lens",61
Poppy,3047,"Plated Steelcaps",59
Poppy,6632,"Divine Sunderer",49
Poppy,2055,"Control Ward",36
Poppy,3340,"Stealth Ward",32
Poppy,3075,Thornmail,26
Poppy,3068,"Sunfire Aegis",26
Poppy,1028,"Ruby Crystal",25
Poppy,3076,"Bramble Vest",25
Poppy,2033,"Corrupting Potion",25
Poppy,3111,"Mercury's Treads",23
Poppy,3742,"Dead Man's Plate",23
Poppy,3066,"Winged Moonplate",21
Poppy,3857,"Pauldrons of Whiterock",16
Poppy,3190,"Locket of the Iron Solari",15
Poppy,1057,"Negatron Cloak",14
Poppy,3009,"Boots of Swiftness",14
Poppy,2031,"Refillable Potion",13
Poppy,3363,"Farsight Alteration",12
Poppy,3067,Kindlegem,11
Poppy,1029,"Cloth Armor",10
Poppy,4401,"Force of Nature",10
Poppy,1031,"Chain Vest",9
Poppy,8001,"Anathema's Chains",9
Poppy,3001,"Abyssal Mask",8
Poppy,1011,"Giant's Belt",7
Poppy,3143,"Randuin's Omen",7
Poppy,1033,"Null-Magic Mantle",6
Poppy,3855,"Runesteel Spaulders",6
Poppy,3158,"Ionian Boots of Lucidity",5
Poppy,3053,"Sterak's Gage",5
Poppy,3105,"Aegis of the Legion",4
Poppy,3110,"Frozen Heart",4
Poppy,6662,"Frostfire Gauntlet",4
Poppy,3083,"Warmog's Armor",3
Poppy,1036,"Long Sword",3
Poppy,3044,Phage,3
Poppy,3082,"Warden's Mail",3
Poppy,6660,"Bami's Cinder",3
Poppy,1054,"Doran's Shield",3
Poppy,1001,Boots,2
Poppy,3181,Hullbreaker,2
Poppy,3193,"Gargoyle Stoneplate",2
Poppy,3211,"Spectre's Cowl",2
Poppy,3748,"Titanic Hydra",2
Poppy,3133,"Caulfield's Warhammer",2
Poppy,3024,"Glacial Buckler",2
Poppy,3513,"Eye of the Herald",1
Poppy,1055,"Doran's Blade",1
Poppy,3026,"Guardian Angel",1
Poppy,3057,Sheen,1
Poppy,3065,"Spirit Visage",1
Poppy,3858,"Relic Shield",1
Poppy,3109,"Knight's Vow",1
Poppy,3222,"Mikael's Blessing",1
Poppy,3117,"Mobility Boots",1
Poppy,3134,"Serrated Dirk",1
Poppy,1053,"Vampiric Scepter",1
Pyke,3364,"Oracle Lens",219
Pyke,3857,"Pauldrons of Whiterock",153
Pyke,6691,"Duskblade of Draktharr",128
Pyke,3179,"Umbral Glaive",114
Pyke,3117,"Mobility Boots",98
Pyke,3134,"Serrated Dirk",86
Pyke,2055,"Control Ward",66
Pyke,3158,"Ionian Boots of Lucidity",60
Pyke,6693,"Prowler's Claw",57
Pyke,1036,"Long Sword",55
Pyke,3111,"Mercury's Treads",48
Pyke,3855,"Runesteel Spaulders",45
Pyke,3814,"Edge of Night",36
Pyke,2031,"Refillable Potion",35
Pyke,6695,"Serpent's Fang",31
Pyke,3142,"Youmuu's Ghostblade",30
Pyke,3026,"Guardian Angel",29
Pyke,3133,"Caulfield's Warhammer",23
Pyke,3340,"Stealth Ward",18
Pyke,3156,"Maw of Malmortius",17
Pyke,6333,"Death's Dance",13
Pyke,2421,"Broken Stopwatch",13
Pyke,3047,"Plated Steelcaps",13
Pyke,2420,Stopwatch,12
Pyke,1031,"Chain Vest",11
Pyke,3155,Hexdrinker,10
Pyke,1037,Pickaxe,9
Pyke,3742,"Dead Man's Plate",9
Pyke,3009,"Boots of Swiftness",9
Pyke,3110,"Frozen Heart",8
Pyke,1054,"Doran's Shield",8
Pyke,1001,Boots,7
Pyke,3123,"Executioner's Calling",7
Pyke,3854,"Steel Shoulderguards",6
Pyke,1038,"B. F. Sword",6
Pyke,3400,"Your Cut",6
Pyke,3024,"Glacial Buckler",5
Pyke,2424,"Broken Stopwatch",4
Pyke,3051,"Hearthbound Axe",4
Pyke,4643,"Vigilant Wardstone",4
Pyke,2423,"Perfectly Timed Stopwatch",3
Pyke,6029,"Ironspike Whip",3
Pyke,6631,Stridebreaker,3
Pyke,1029,"Cloth Armor",3
Pyke,3066,"Winged Moonplate",3
Pyke,8001,"Anathema's Chains",3
Pyke,3067,Kindlegem,2
Pyke,2003,"Health Potion",2
Pyke,3076,"Bramble Vest",2
Pyke,1028,"Ruby Crystal",2
Pyke,3108,"Fiendish Codex",1
Pyke,3191,"Seeker's Armguard",1
Pyke,3083,"Warmog's Armor",1
Pyke,3001,"Abyssal Mask",1
Pyke,2033,"Corrupting Potion",1
Pyke,3082,"Warden's Mail",1
Pyke,3074,"Ravenous Hydra",1
Pyke,3140,"Quicksilver Sash",1
Pyke,1033,"Null-Magic Mantle",1
Pyke,6694,"Serylda's Grudge",1
Pyke,7000,"Sandshrike's Claw",1
Qiyana,3364,"Oracle Lens",150
Qiyana,3158,"Ionian Boots of Lucidity",147
Qiyana,6693,"Prowler's Claw",95
Qiyana,6695,"Serpent's Fang",90
Qiyana,1036,"Long Sword",80
Qiyana,2031,"Refillable Potion",48
Qiyana,6694,"Serylda's Grudge",41
Qiyana,6692,Eclipse,38
Qiyana,3042,Muramana,34
Qiyana,3134,"Serrated Dirk",32
Qiyana,3814,"Edge of Night",27
Qiyana,3070,"Tear of the Goddess",27
Qiyana,3133,"Caulfield's Warhammer",25
Qiyana,6630,Goredrinker,24
Qiyana,3035,"Last Whisper",23
Qiyana,2055,"Control Ward",18
Qiyana,3340,"Stealth Ward",18
Qiyana,6609,"Chempunk Chainsword",15
Qiyana,1037,Pickaxe,13
Qiyana,3006,"Berserker's Greaves",12
Qiyana,6691,"Duskblade of Draktharr",10
Qiyana,3123,"Executioner's Calling",10
Qiyana,3142,"Youmuu's Ghostblade",9
Qiyana,3026,"Guardian Angel",7
Qiyana,3071,"Black Cleaver",7
Qiyana,6676,"The Collector",6
Qiyana,1056,"Doran's Ring",4
Qiyana,2033,"Corrupting Potion",4
Qiyana,2420,Stopwatch,4
Qiyana,1001,Boots,4
Qiyana,3036,"Lord Dominik's Regards",4
Qiyana,3179,"Umbral Glaive",4
Qiyana,3117,"Mobility Boots",4
Qiyana,3155,Hexdrinker,3
Qiyana,3111,"Mercury's Treads",3
Qiyana,3363,"Farsight Alteration",3
Qiyana,6333,"Death's Dance",3
Qiyana,1055,"Doran's Blade",3
Qiyana,3067,Kindlegem,3
Qiyana,1028,"Ruby Crystal",2
Qiyana,3004,Manamune,2
Qiyana,6632,"Divine Sunderer",2
Qiyana,1038,"B. F. Sword",2
Qiyana,3044,Phage,1
Qiyana,1018,"Cloak of Agility",1
Qiyana,2140,"Elixir of Wrath",1
Qiyana,1082,"Dark Seal",1
Qiyana,1031,"Chain Vest",1
Qiyana,3077,Tiamat,1
Qiyana,1033,"Null-Magic Mantle",1
Quinn,3006,"Berserker's Greaves",15
Quinn,3363,"Farsight Alteration",8
Quinn,6671,Galeforce,8
Quinn,3181,Hullbreaker,7
Quinn,1055,"Doran's Blade",7
Quinn,3364,"Oracle Lens",6
Quinn,6631,Stridebreaker,5
Quinn,2055,"Control Ward",5
Quinn,3095,Stormrazor,4
Quinn,6672,"Kraken Slayer",4
Quinn,6676,"The Collector",4
Quinn,3340,"Stealth Ward",3
Quinn,1042,Dagger,3
Quinn,1038,"B. F. Sword",3
Quinn,3035,"Last Whisper",3
Quinn,3031,"Infinity Edge",3
Quinn,1018,"Cloak of Agility",2
Quinn,1036,"Long Sword",2
Quinn,1037,Pickaxe,2
Quinn,3046,"Phantom Dancer",2
Quinn,3153,"Blade of The Ruined King",2
Quinn,3036,"Lord Dominik's Regards",1
Quinn,3071,"Black Cleaver",1
Quinn,3156,"Maw of Malmortius",1
Quinn,3158,"Ionian Boots of Lucidity",1
Quinn,3508,"Essence Reaver",1
Quinn,6333,"Death's Dance",1
Quinn,1029,"Cloth Armor",1
Quinn,1033,"Null-Magic Mantle",1
Quinn,1053,"Vampiric Scepter",1
Quinn,2031,"Refillable Potion",1
Quinn,1001,Boots,1
Rakan,3364,"Oracle Lens",157
Rakan,2065,"Shurelya's Battlesong",126
Rakan,3158,"Ionian Boots of Lucidity",114
Rakan,3860,"Bulwark of the Mountain",101
Rakan,2055,"Control Ward",95
Rakan,3067,Kindlegem,56
Rakan,3853,"Shard of True Ice",34
Rakan,3111,"Mercury's Treads",24
Rakan,2031,"Refillable Potion",22
Rakan,3859,"Targon's Buckler",22
Rakan,1028,"Ruby Crystal",17
Rakan,1052,"Amplifying Tome",16
Rakan,1029,"Cloth Armor",16
Rakan,3050,"Zeke's Convergence",16
Rakan,3114,"Forbidden Idol",14
Rakan,3024,"Glacial Buckler",13
Rakan,1082,"Dark Seal",11
Rakan,4642,"Bandleglass Mirror",11
Rakan,3157,"Zhonya's Hourglass",9
Rakan,3190,"Locket of the Iron Solari",8
Rakan,3107,Redemption,8
Rakan,3009,"Boots of Swiftness",7
Rakan,3047,"Plated Steelcaps",7
Rakan,1004,"Faerie Charm",7
Rakan,2421,"Broken Stopwatch",6
Rakan,3109,"Knight's Vow",5
Rakan,2003,"Health Potion",5
Rakan,3117,"Mobility Boots",5
Rakan,6616,"Staff of Flowing Water",5
Rakan,1057,"Negatron Cloak",4
Rakan,3916,"Oblivion Orb",4
Rakan,3001,"Abyssal Mask",4
Rakan,3011,"Chemtech Putrifier",4
Rakan,1011,"Giant's Belt",4
Rakan,4643,"Vigilant Wardstone",4
Rakan,6656,Everfrost,4
Rakan,3222,"Mikael's Blessing",3
Rakan,3340,"Stealth Ward",3
Rakan,1033,"Null-Magic Mantle",3
Rakan,3041,"Mejai's Soulstealer",3
Rakan,1001,Boots,3
Rakan,3110,"Frozen Heart",3
Rakan,3102,"Banshee's Veil",2
Rakan,3504,"Ardent Censer",2
Rakan,3191,"Seeker's Armguard",2
Rakan,4638,"Watchful Wardstone",2
Rakan,3108,"Fiendish Codex",2
Rakan,2423,"Perfectly Timed Stopwatch",2
Rakan,2424,"Broken Stopwatch",2
Rakan,3858,"Relic Shield",2
Rakan,1031,"Chain Vest",1
Rakan,2010,"Total Biscuit of Everlasting Will",1
Rakan,2139,"Elixir of Sorcery",1
Rakan,2420,Stopwatch,1
Rakan,3066,"Winged Moonplate",1
Rakan,3076,"Bramble Vest",1
Rakan,3082,"Warden's Mail",1
Rakan,1027,"Sapphire Crystal",1
Rakan,3105,"Aegis of the Legion",1
Rakan,3851,Frostfang,1
Rakan,4630,"Blighting Jewel",1
Rakan,3801,"Crystalline Bracer",1
Rakan,8001,"Anathema's Chains",1
Rammus,3364,"Oracle Lens",37
Rammus,6664,"Turbo Chemtank",28
Rammus,3075,Thornmail,27
Rammus,3047,"Plated Steelcaps",20
Rammus,2031,"Refillable Potion",13
Rammus,3111,"Mercury's Treads",12
Rammus,1028,"Ruby Crystal",10
Rammus,2055,"Control Ward",10
Rammus,3067,Kindlegem,9
Rammus,3076,"Bramble Vest",8
Rammus,1011,"Giant's Belt",7
Rammus,1029,"Cloth Armor",7
Rammus,1033,"Null-Magic Mantle",7
Rammus,3001,"Abyssal Mask",6
Rammus,3068,"Sunfire Aegis",6
Rammus,3009,"Boots of Swiftness",4
Rammus,3193,"Gargoyle Stoneplate",4
Rammus,1001,Boots,3
Rammus,3082,"Warden's Mail",3
Rammus,6660,"Bami's Cinder",3
