championName,itemId,itemName,winCount,totalCount,winRatio
Pantheon,1057,"Negatron Cloak",1,2,0.5000
Pantheon,3035,"Last Whisper",1,2,0.5000
Pantheon,3111,"Mercury's Treads",48,100,0.4800
Pantheon,3857,"Pauldrons of Whiterock",56,117,0.4786
Pantheon,6609,"Chempunk Chainsword",17,36,0.4722
Pantheon,3009,"Boots of Swiftness",18,39,0.4615
Pantheon,1028,"Ruby Crystal",18,40,0.4500
Pantheon,3855,"Runesteel Spaulders",18,40,0.4500
Pantheon,3134,"Serrated Dirk",26,58,0.4483
Pantheon,6692,Eclipse,69,154,0.4481
Pantheon,3153,"Blade of The Ruined King",8,18,0.4444
Pantheon,3123,"Executioner's Calling",36,82,0.4390
Pantheon,3067,Kindlegem,11,26,0.4231
Pantheon,3044,Phage,14,34,0.4118
Pantheon,6029,"Ironspike Whip",4,10,0.4000
Pantheon,6691,"Duskblade of Draktharr",2,5,0.4000
Pantheon,6695,"Serpent's Fang",13,34,0.3824
Pantheon,6333,"Death's Dance",1,3,0.3333
Pantheon,3078,"Trinity Force",1,3,0.3333
Pantheon,1036,"Long Sword",26,92,0.2826
Pantheon,1053,"Vampiric Scepter",3,15,0.2000
Pantheon,1001,Boots,5,26,0.1923
Pantheon,3070,"Tear of the Goddess",1,6,0.1667
Poppy,3117,"Mobility Boots",4,4,1.0000
Poppy,6695,"Serpent's Fang",1,1,1.0000
Poppy,3814,"Edge of Night",2,2,1.0000
Poppy,3109,"Knight's Vow",3,3,1.0000
Poppy,3748,"Titanic Hydra",3,3,1.0000
Poppy,6692,Eclipse,2,2,1.0000
Poppy,3513,"Eye of the Herald",2,2,1.0000
Poppy,6630,Goredrinker,2,2,1.0000
Poppy,3050,"Zeke's Convergence",2,2,1.0000
Poppy,3004,Manamune,1,1,1.0000
Poppy,3222,"Mikael's Blessing",1,1,1.0000
Poppy,3801,"Crystalline Bracer",1,1,1.0000
Poppy,4643,"Vigilant Wardstone",1,1,1.0000
Poppy,6631,Stridebreaker,8,9,0.8889
Poppy,3071,"Black Cleaver",8,9,0.8889
Poppy,3123,"Executioner's Calling",5,6,0.8333
Poppy,3105,"Aegis of the Legion",11,15,0.7333
Poppy,1037,Pickaxe,4,6,0.6667
Poppy,3001,"Abyssal Mask",24,36,0.6667
Poppy,3134,"Serrated Dirk",2,3,0.6667
Poppy,3857,"Pauldrons of Whiterock",20,30,0.6667
Poppy,3053,"Sterak's Gage",12,19,0.6316
Poppy,1036,"Long Sword",3,5,0.6000
Poppy,1031,"Chain Vest",12,20,0.6000
Poppy,3181,Hullbreaker,3,5,0.6000
Poppy,3190,"Locket of the Iron Solari",17,29,0.5862
Poppy,3158,"Ionian Boots of Lucidity",18,32,0.5625
Poppy,3009,"Boots of Swiftness",11,20,0.5500
Poppy,3193,"Gargoyle Stoneplate",6,11,0.5455
Poppy,3143,"Randuin's Omen",13,25,0.5200
Poppy,6632,"Divine Sunderer",86,167,0.5150
Poppy,3047,"Plated Steelcaps",120,239,0.5021
Poppy,3110,"Frozen Heart",7,14,0.5000
Poppy,3083,"Warmog's Armor",3,6,0.5000
Poppy,3026,"Guardian Angel",1,2,0.5000
Poppy,2421,"Broken Stopwatch",1,2,0.5000
Poppy,3065,"Spirit Visage",5,10,0.5000
Poppy,6333,"Death's Dance",1,2,0.5000
Poppy,6664,"Turbo Chemtank",1,2,0.5000
Poppy,8001,"Anathema's Chains",28,57,0.4912
Poppy,3742,"Dead Man's Plate",27,56,0.4821
Poppy,3066,"Winged Moonplate",23,48,0.4792
Poppy,6662,"Frostfire Gauntlet",20,42,0.4762
Poppy,3075,Thornmail,50,106,0.4717
Poppy,3076,"Bramble Vest",48,102,0.4706
Poppy,3855,"Runesteel Spaulders",5,11,0.4545
Poppy,3067,Kindlegem,22,49,0.4490
Poppy,1028,"Ruby Crystal",38,85,0.4471
Poppy,1011,"Giant's Belt",16,37,0.4324
Poppy,3082,"Warden's Mail",6,14,0.4286
Poppy,3024,"Glacial Buckler",2,5,0.4000
Poppy,3133,"Caulfield's Warhammer",2,5,0.4000
Poppy,4401,"Force of Nature",10,25,0.4000
Poppy,3111,"Mercury's Treads",33,85,0.3882
Poppy,3068,"Sunfire Aegis",41,107,0.3832
Poppy,1057,"Negatron Cloak",15,41,0.3659
Poppy,1033,"Null-Magic Mantle",11,31,0.3548
Poppy,1029,"Cloth Armor",15,45,0.3333
Poppy,3044,Phage,4,12,0.3333
Poppy,6609,"Chempunk Chainsword",1,3,0.3333
Poppy,6660,"Bami's Cinder",8,26,0.3077
Poppy,3211,"Spectre's Cowl",2,7,0.2857
Poppy,1001,Boots,3,17,0.1765
Pyke,3075,Thornmail,1,1,1.0000
Pyke,3053,"Sterak's Gage",1,1,1.0000
Pyke,3001,"Abyssal Mask",1,1,1.0000
Pyke,4401,"Force of Nature",1,1,1.0000
Pyke,1011,"Giant's Belt",1,1,1.0000
Pyke,3083,"Warmog's Armor",1,1,1.0000
Pyke,6692,Eclipse,1,1,1.0000
Pyke,3864,"Black Mist Scythe",1,1,1.0000
Pyke,6035,"Silvermere Dawn",1,1,1.0000
Pyke,3190,"Locket of the Iron Solari",1,1,1.0000
Pyke,3036,"Lord Dominik's Regards",1,1,1.0000
Pyke,4638,"Watchful Wardstone",2,2,1.0000
Pyke,3074,"Ravenous Hydra",2,2,1.0000
Pyke,1038,"B. F. Sword",12,14,0.8571
Pyke,1028,"Ruby Crystal",9,11,0.8182
Pyke,2421,"Broken Stopwatch",34,43,0.7907
Pyke,3742,"Dead Man's Plate",14,18,0.7778
Pyke,6029,"Ironspike Whip",6,8,0.7500
Pyke,6694,"Serylda's Grudge",3,4,0.7500
Pyke,3026,"Guardian Angel",72,103,0.6990
Pyke,1031,"Chain Vest",23,34,0.6765
Pyke,3110,"Frozen Heart",22,33,0.6667
Pyke,3067,Kindlegem,4,6,0.6667
Pyke,6609,"Chempunk Chainsword",2,3,0.6667
Pyke,3051,"Hearthbound Axe",5,8,0.6250
Pyke,4643,"Vigilant Wardstone",15,24,0.6250
Pyke,3111,"Mercury's Treads",87,142,0.6127
Pyke,6695,"Serpent's Fang",86,142,0.6056
Pyke,6333,"Death's Dance",30,50,0.6000
Pyke,3066,"Winged Moonplate",3,5,0.6000
Pyke,3142,"Youmuu's Ghostblade",48,81,0.5926
Pyke,3156,"Maw of Malmortius",21,36,0.5833
Pyke,2420,Stopwatch,23,40,0.5750
Pyke,3076,"Bramble Vest",4,7,0.5714
Pyke,3814,"Edge of Night",76,134,0.5672
Pyke,6693,"Prowler's Claw",117,208,0.5625
Pyke,1033,"Null-Magic Mantle",5,9,0.5556
Pyke,3857,"Pauldrons of Whiterock",312,592,0.5270
Pyke,6631,Stridebreaker,30,58,0.5172
Pyke,3179,"Umbral Glaive",213,414,0.5145
Pyke,6691,"Duskblade of Draktharr",219,436,0.5023
Pyke,3077,Tiamat,1,2,0.5000
Pyke,1042,Dagger,1,2,0.5000
Pyke,3222,"Mikael's Blessing",1,2,0.5000
Pyke,7002,"Draktharr's Shadowcarver",1,2,0.5000
Pyke,8001,"Anathema's Chains",3,6,0.5000
Pyke,3117,"Mobility Boots",224,458,0.4891
Pyke,1037,Pickaxe,17,35,0.4857
Pyke,3855,"Runesteel Spaulders",87,182,0.4780
Pyke,3158,"Ionian Boots of Lucidity",84,179,0.4693
Pyke,3009,"Boots of Swiftness",15,32,0.4688
Pyke,3047,"Plated Steelcaps",23,51,0.4510
Pyke,3024,"Glacial Buckler",4,9,0.4444
Pyke,3854,"Steel Shoulderguards",11,25,0.4400
Pyke,3134,"Serrated Dirk",146,336,0.4345
Pyke,3133,"Caulfield's Warhammer",32,76,0.4211
Pyke,1036,"Long Sword",99,255,0.3882
Pyke,3155,Hexdrinker,8,24,0.3333
Pyke,1029,"Cloth Armor",4,12,0.3333
Pyke,3140,"Quicksilver Sash",2,6,0.3333
Pyke,3123,"Executioner's Calling",7,22,0.3182
Pyke,3082,"Warden's Mail",1,5,0.2000
Pyke,1001,Boots,5,27,0.1852
Pyke,2424,"Broken Stopwatch",4,27,0.1481
Qiyana,3053,"Sterak's Gage",3,3,1.0000
Qiyana,3072,Bloodthirster,1,1,1.0000
Qiyana,3181,Hullbreaker,1,1,1.0000
Qiyana,3077,Tiamat,2,2,1.0000
Qiyana,3075,Thornmail,1,1,1.0000
Qiyana,6672,"Kraken Slayer",1,1,1.0000
Qiyana,1042,Dagger,1,1,1.0000
Qiyana,3033,"Mortal Reminder",1,1,1.0000
Qiyana,3004,Manamune,8,9,0.8889
Qiyana,3156,"Maw of Malmortius",5,6,0.8333
Qiyana,3051,"Hearthbound Axe",3,4,0.7500
Qiyana,1038,"B. F. Sword",6,8,0.7500
Qiyana,2420,Stopwatch,11,15,0.7333
Qiyana,3036,"Lord Dominik's Regards",12,17,0.7059
Qiyana,6609,"Chempunk Chainsword",28,40,0.7000
Qiyana,6630,Goredrinker,33,48,0.6875
Qiyana,3142,"Youmuu's Ghostblade",35,51,0.6863
Qiyana,3814,"Edge of Night",80,117,0.6838
Qiyana,7000,"Sandshrike's Claw",4,6,0.6667
Qiyana,3179,"Umbral Glaive",6,9,0.6667
Qiyana,1057,"Negatron Cloak",2,3,0.6667
Qiyana,6694,"Serylda's Grudge",120,187,0.6417
Qiyana,3091,"Wit's End",5,8,0.6250
Qiyana,3026,"Guardian Angel",9,15,0.6000
Qiyana,6691,"Duskblade of Draktharr",16,27,0.5926
Qiyana,2421,"Broken Stopwatch",10,17,0.5882
Qiyana,6695,"Serpent's Fang",252,437,0.5767
Qiyana,3117,"Mobility Boots",8,14,0.5714
Qiyana,6676,"The Collector",5,9,0.5556
Qiyana,6333,"Death's Dance",6,11,0.5455
Qiyana,3047,"Plated Steelcaps",12,22,0.5455
Qiyana,3042,Muramana,51,94,0.5426
Qiyana,3158,"Ionian Boots of Lucidity",329,607,0.5420
Qiyana,6693,"Prowler's Claw",253,479,0.5282
Qiyana,1028,"Ruby Crystal",12,23,0.5217
Qiyana,1031,"Chain Vest",2,4,0.5000
Qiyana,3155,Hexdrinker,5,10,0.5000
Qiyana,1029,"Cloth Armor",1,2,0.5000
Qiyana,1018,"Cloak of Agility",2,4,0.5000
Qiyana,6632,"Divine Sunderer",1,2,0.5000
Qiyana,3133,"Caulfield's Warhammer",49,102,0.4804
Qiyana,3035,"Last Whisper",48,101,0.4752
Qiyana,6692,Eclipse,46,97,0.4742
Qiyana,1082,"Dark Seal",8,17,0.4706
Qiyana,1036,"Long Sword",138,294,0.4694
Qiyana,3071,"Black Cleaver",15,32,0.4688
Qiyana,6631,Stridebreaker,10,22,0.4545
Qiyana,3134,"Serrated Dirk",71,158,0.4494
Qiyana,3006,"Berserker's Greaves",8,18,0.4444
Qiyana,1037,Pickaxe,22,50,0.4400
Qiyana,3070,"Tear of the Goddess",38,91,0.4176
Qiyana,3123,"Executioner's Calling",18,45,0.4000
Qiyana,3111,"Mercury's Treads",4,11,0.3636
Qiyana,3067,Kindlegem,2,6,0.3333
Qiyana,3044,Phage,1,4,0.2500
Qiyana,1001,Boots,3,24,0.1250
Quinn,1028,"Ruby Crystal",1,1,1.0000
Quinn,3156,"Maw of Malmortius",2,2,1.0000
Quinn,3082,"Warden's Mail",1,1,1.0000
Quinn,3142,"Youmuu's Ghostblade",1,1,1.0000
Quinn,3044,Phage,2,3,0.6667
Quinn,6695,"Serpent's Fang",2,3,0.6667
Quinn,3031,"Infinity Edge",14,24,0.5833
Quinn,1042,Dagger,4,7,0.5714
Quinn,1033,"Null-Magic Mantle",1,2,0.5000
Quinn,3153,"Blade of The Ruined King",3,6,0.5000
Quinn,3095,Stormrazor,13,26,0.5000
Quinn,3072,Bloodthirster,2,4,0.5000
Quinn,2420,Stopwatch,1,2,0.5000
Quinn,6676,"The Collector",9,20,0.4500
Quinn,6673,"Immortal Shieldbow",4,9,0.4444
Quinn,3181,Hullbreaker,7,17,0.4118
Quinn,6671,Galeforce,17,42,0.4048
Quinn,3006,"Berserker's Greaves",31,77,0.4026
Quinn,1053,"Vampiric Scepter",2,5,0.4000
Quinn,6672,"Kraken Slayer",8,21,0.3810
Quinn,3036,"Lord Dominik's Regards",6,16,0.3750
Quinn,3035,"Last Whisper",2,6,0.3333
Quinn,3134,"Serrated Dirk",1,3,0.3333
Quinn,3046,"Phantom Dancer",2,7,0.2857
Quinn,1036,"Long Sword",3,11,0.2727
Quinn,1018,"Cloak of Agility",3,12,0.2500
Quinn,3123,"Executioner's Calling",2,8,0.2500
Quinn,1001,Boots,1,4,0.2500
Quinn,6631,Stridebreaker,2,9,0.2222
Quinn,1038,"B. F. Sword",3,14,0.2143
Quinn,1037,Pickaxe,2,11,0.1818
Rakan,1042,Dagger,2,2,1.0000
Rakan,3102,"Banshee's Veil",3,3,1.0000
Rakan,3211,"Spectre's Cowl",1,1,1.0000
Rakan,6655,"Luden's Tempest",3,3,1.0000
Rakan,3145,"Hextech Alternator",1,1,1.0000
Rakan,4629,"Cosmic Drive",4,4,1.0000
Rakan,1026,"Blasting Wand",1,1,1.0000
Rakan,3155,Hexdrinker,1,1,1.0000
Rakan,4632,"Verdant Barrier",1,1,1.0000
Rakan,3742,"Dead Man's Plate",1,1,1.0000
Rakan,3041,"Mejai's Soulstealer",13,14,0.9286
Rakan,3191,"Seeker's Armguard",10,11,0.9091
Rakan,1058,"Needlessly Large Rod",5,6,0.8333
Rakan,2421,"Broken Stopwatch",21,27,0.7778
Rakan,4630,"Blighting Jewel",3,4,0.7500
Rakan,4638,"Watchful Wardstone",3,4,0.7500
Rakan,2424,"Broken Stopwatch",3,4,0.7500
Rakan,3108,"Fiendish Codex",15,21,0.7143
Rakan,3011,"Chemtech Putrifier",19,28,0.6786
Rakan,3110,"Frozen Heart",6,9,0.6667
Rakan,3222,"Mikael's Blessing",4,6,0.6667
Rakan,6616,"Staff of Flowing Water",20,31,0.6452
Rakan,1082,"Dark Seal",40,63,0.6349
Rakan,3050,"Zeke's Convergence",38,60,0.6333
Rakan,6656,Everfrost,12,19,0.6316
Rakan,3157,"Zhonya's Hourglass",20,32,0.6250
Rakan,3504,"Ardent Censer",5,8,0.6250
Rakan,3114,"Forbidden Idol",29,47,0.6170
Rakan,1011,"Giant's Belt",15,26,0.5769
Rakan,2420,Stopwatch,4,7,0.5714
Rakan,4643,"Vigilant Wardstone",16,28,0.5714
Rakan,3107,Redemption,25,44,0.5682
Rakan,2065,"Shurelya's Battlesong",246,461,0.5336
Rakan,3853,"Shard of True Ice",60,113,0.5310
Rakan,3117,"Mobility Boots",18,34,0.5294
Rakan,3158,"Ionian Boots of Lucidity",245,480,0.5104
Rakan,3860,"Bulwark of the Mountain",202,403,0.5012
Rakan,3066,"Winged Moonplate",3,6,0.5000
Rakan,1031,"Chain Vest",1,2,0.5000
Rakan,3105,"Aegis of the Legion",1,2,0.5000
Rakan,3082,"Warden's Mail",1,2,0.5000
Rakan,1052,"Amplifying Tome",37,74,0.5000
Rakan,1028,"Ruby Crystal",33,66,0.5000
Rakan,3858,"Relic Shield",2,4,0.5000
Rakan,3802,"Lost Chapter",1,2,0.5000
Rakan,3009,"Boots of Swiftness",9,19,0.4737
Rakan,3190,"Locket of the Iron Solari",21,45,0.4667
Rakan,3001,"Abyssal Mask",6,13,0.4615
Rakan,3075,Thornmail,5,11,0.4545
Rakan,3076,"Bramble Vest",13,29,0.4483
Rakan,3109,"Knight's Vow",4,9,0.4444
Rakan,3111,"Mercury's Treads",33,76,0.4342
Rakan,3020,"Sorcerer's Shoes",3,7,0.4286
Rakan,3859,"Targon's Buckler",45,107,0.4206
Rakan,1029,"Cloth Armor",24,58,0.4138
Rakan,8001,"Anathema's Chains",7,17,0.4118
Rakan,3047,"Plated Steelcaps",11,27,0.4074
Rakan,1033,"Null-Magic Mantle",5,13,0.3846
Rakan,3067,Kindlegem,83,217,0.3825
Rakan,3024,"Glacial Buckler",15,43,0.3488
Rakan,3850,"Spellthief's Edge",1,3,0.3333
Rakan,3152,"Hextech Rocketbelt",1,3,0.3333
Rakan,6617,"Moonstone Renewer",1,3,0.3333
Rakan,3916,"Oblivion Orb",8,25,0.3200
Rakan,4642,"Bandleglass Mirror",17,54,0.3148
Rakan,3851,Frostfang,3,10,0.3000
Rakan,1004,"Faerie Charm",9,33,0.2727
Rakan,1057,"Negatron Cloak",5,19,0.2632
Rakan,3089,"Rabadon's Deathcap",1,4,0.2500
Rakan,1001,Boots,2,9,0.2222
Rammus,4401,"Force of Nature",2,2,1.0000
Rammus,3191,"Seeker's Armguard",1,1,1.0000
Rammus,3117,"Mobility Boots",1,1,1.0000
Rammus,6695,"Serpent's Fang",1,1,1.0000
Rammus,3158,"Ionian Boots of Lucidity",1,1,1.0000
Rammus,3742,"Dead Man's Plate",3,3,1.0000
Rammus,2421,"Broken Stopwatch",1,1,1.0000
Rammus,8001,"Anathema's Chains",5,6,0.8333
Rammus,3009,"Boots of Swiftness",3,4,0.7500
Rammus,3066,"Winged Moonplate",7,10,0.7000
Rammus,3001,"Abyssal Mask",13,19,0.6842
Rammus,3068,"Sunfire Aegis",21,31,0.6774
Rammus,3110,"Frozen Heart",2,3,0.6667
Rammus,3143,"Randuin's Omen",7,12,0.5833
Rammus,3193,"Gargoyle Stoneplate",4,7,0.5714
Rammus,3075,Thornmail,45,81,0.5556
Rammus,1001,Boots,2,4,0.5000
Rammus,7003,"Turbocharged Hexperiment",1,2,0.5000
Rammus,3082,"Warden's Mail",3,6,0.5000
Rammus,3105,"Aegis of the Legion",3,6,0.5000
Rammus,3513,"Eye of the Herald",1,2,0.5000
Rammus,1082,"Dark Seal",2,4,0.5000
Rammus,3111,"Mercury's Treads",20,42,0.4762
Rammus,1029,"Cloth Armor",14,30,0.4667
Rammus,3067,Kindlegem,6,13,0.4615
Rammus,3047,"Plated Steelcaps",30,68,0.4412
Rammus,6664,"Turbo Chemtank",34,78,0.4359
Rammus,1011,"Giant's Belt",9,23,0.3913
Rammus,1028,"Ruby Crystal",14,38,0.3684
Rammus,1033,"Null-Magic Mantle",7,19,0.3684
Rammus,3076,"Bramble Vest",9,25,0.3600
Rammus,3083,"Warmog's Armor",1,3,0.3333
Rammus,1057,"Negatron Cloak",3,10,0.3000
Rammus,6660,"Bami's Cinder",1,9,0.1111
RekSai,6673,"Immortal Shieldbow",1,1,1.0000
RekSai,3051,"Hearthbound Axe",2,2,1.0000
RekSai,6333,"Death's Dance",4,4,1.0000
RekSai,3105,"Aegis of the Legion",2,2,1.0000
RekSai,6632,"Divine Sunderer",2,2,1.0000
RekSai,3009,"Boots of Swiftness",1,1,1.0000
RekSai,3057,Sheen,1,1,1.0000
RekSai,3156,"Maw of Malmortius",1,1,1.0000
RekSai,6029,"Ironspike Whip",1,1,1.0000
RekSai,3140,"Quicksilver Sash",1,1,1.0000
RekSai,3001,"Abyssal Mask",7,8,0.8750
RekSai,3513,"Eye of the Herald",5,6,0.8333
RekSai,3143,"Randuin's Omen",2,3,0.6667
RekSai,3211,"Spectre's Cowl",2,3,0.6667
RekSai,1057,"Negatron Cloak",5,8,0.6250
RekSai,1038,"B. F. Sword",6,10,0.6000
RekSai,1011,"Giant's Belt",4,7,0.5714
RekSai,3111,"Mercury's Treads",60,109,0.5505
RekSai,3026,"Guardian Angel",26,48,0.5417
RekSai,3053,"Sterak's Gage",54,106,0.5094
RekSai,3814,"Edge of Night",69,137,0.5036
RekSai,3748,"Titanic Hydra",1,2,0.5000
RekSai,3076,"Bramble Vest",6,12,0.5000
RekSai,2421,"Broken Stopwatch",19,38,0.5000
RekSai,3035,"Last Whisper",2,4,0.5000
RekSai,3091,"Wit's End",1,2,0.5000
RekSai,3123,"Executioner's Calling",11,22,0.5000
RekSai,6676,"The Collector",1,2,0.5000
RekSai,1031,"Chain Vest",13,27,0.4815
RekSai,3067,Kindlegem,7,15,0.4667
RekSai,1001,Boots,18,39,0.4615
RekSai,6631,Stridebreaker,25,56,0.4464
RekSai,3133,"Caulfield's Warhammer",8,18,0.4444
RekSai,6693,"Prowler's Claw",117,264,0.4432
RekSai,3071,"Black Cleaver",11,25,0.4400
RekSai,6695,"Serpent's Fang",17,39,0.4359
RekSai,3075,Thornmail,2,5,0.4000
RekSai,3047,"Plated Steelcaps",66,168,0.3929
RekSai,1037,Pickaxe,11,28,0.3929
RekSai,1036,"Long Sword",33,85,0.3882
RekSai,2420,Stopwatch,5,13,0.3846
RekSai,3134,"Serrated Dirk",20,53,0.3774
RekSai,6630,Goredrinker,1,3,0.3333
RekSai,3044,Phage,16,48,0.3333
RekSai,3066,"Winged Moonplate",1,3,0.3333
RekSai,1029,"Cloth Armor",6,19,0.3158
RekSai,1028,"Ruby Crystal",24,77,0.3117
RekSai,3155,Hexdrinker,1,4,0.2500
RekSai,6609,"Chempunk Chainsword",2,8,0.2500
RekSai,3179,"Umbral Glaive",1,4,0.2500
RekSai,3158,"Ionian Boots of Lucidity",2,10,0.2000
RekSai,2422,"Slightly Magical Footwear",1,6,0.1667
RekSai,1033,"Null-Magic Mantle",1,6,0.1667
Rell,7019,"Reliquary of the Golden Dawn",1,1,1.0000
Rell,3110,"Frozen Heart",4,4,1.0000
Rell,2420,Stopwatch,4,4,1.0000
Rell,3143,"Randuin's Omen",2,2,1.0000
Rell,3082,"Warden's Mail",2,2,1.0000
Rell,4638,"Watchful Wardstone",1,1,1.0000
Rell,3070,"Tear of the Goddess",1,1,1.0000
Rell,3107,Redemption,3,4,0.7500
Rell,4643,"Vigilant Wardstone",3,4,0.7500
Rell,6660,"Bami's Cinder",3,4,0.7500
Rell,3117,"Mobility Boots",5,7,0.7143
Rell,3105,"Aegis of the Legion",4,6,0.6667
Rell,3075,Thornmail,17,27,0.6296
Rell,3066,"Winged Moonplate",8,13,0.6154
Rell,8001,"Anathema's Chains",15,25,0.6000
Rell,3009,"Boots of Swiftness",7,12,0.5833
Rell,3742,"Dead Man's Plate",4,7,0.5714
Rell,3024,"Glacial Buckler",5,9,0.5556
Rell,1057,"Negatron Cloak",8,15,0.5333
Rell,1011,"Giant's Belt",17,32,0.5313
Rell,3111,"Mercury's Treads",24,46,0.5217
Rell,1028,"Ruby Crystal",24,46,0.5217
Rell,3190,"Locket of the Iron Solari",91,177,0.5141
Rell,3860,"Bulwark of the Mountain",103,203,0.5074
Rell,3801,"Crystalline Bracer",4,8,0.5000
Rell,3067,Kindlegem,40,80,0.5000
Rell,3047,"Plated Steelcaps",53,106,0.5000
Rell,3855,"Runesteel Spaulders",2,4,0.5000
Rell,3083,"Warmog's Armor",1,2,0.5000
Rell,3916,"Oblivion Orb",1,2,0.5000
Rell,6664,"Turbo Chemtank",11,23,0.4783
Rell,3109,"Knight's Vow",7,15,0.4667
Rell,3157,"Zhonya's Hourglass",7,15,0.4667
Rell,2421,"Broken Stopwatch",7,15,0.4667
Rell,3050,"Zeke's Convergence",5,11,0.4545
Rell,3859,"Targon's Buckler",30,68,0.4412
Rell,3001,"Abyssal Mask",9,21,0.4286
Rell,3158,"Ionian Boots of Lucidity",47,110,0.4273
Rell,1029,"Cloth Armor",24,58,0.4138
Rell,3076,"Bramble Vest",21,51,0.4118
Rell,2065,"Shurelya's Battlesong",2,5,0.4000
Rell,3108,"Fiendish Codex",1,3,0.3333
Rell,1031,"Chain Vest",1,3,0.3333
Rell,1033,"Null-Magic Mantle",7,23,0.3043
Rell,3857,"Pauldrons of Whiterock",1,4,0.2500
Rell,1052,"Amplifying Tome",1,4,0.2500
Rell,3858,"Relic Shield",1,7,0.1429
Rell,3191,"Seeker's Armguard",1,7,0.1429
Renekton,3155,Hexdrinker,4,4,1.0000
Renekton,3142,"Youmuu's Ghostblade",4,4,1.0000
Renekton,1042,Dagger,3,3,1.0000
Renekton,3068,"Sunfire Aegis",3,3,1.0000
Renekton,3742,"Dead Man's Plate",2,2,1.0000
Renekton,3006,"Berserker's Greaves",1,1,1.0000
Renekton,3157,"Zhonya's Hourglass",1,1,1.0000
Renekton,3066,"Winged Moonplate",3,3,1.0000
Renekton,1004,"Faerie Charm",6,6,1.0000
Renekton,8001,"Anathema's Chains",12,15,0.8000
Renekton,3035,"Last Whisper",8,10,0.8000
Renekton,1038,"B. F. Sword",20,26,0.7692
Renekton,6692,Eclipse,6,8,0.7500
Renekton,1053,"Vampiric Scepter",6,8,0.7500
Renekton,6695,"Serpent's Fang",7,10,0.7000
Renekton,3814,"Edge of Night",6,9,0.6667
Renekton,6694,"Serylda's Grudge",8,12,0.6667
Renekton,3181,Hullbreaker,15,23,0.6522
Renekton,1029,"Cloth Armor",23,36,0.6389
Renekton,3158,"Ionian Boots of Lucidity",12,19,0.6316
Renekton,6609,"Chempunk Chainsword",18,29,0.6207
Renekton,3143,"Randuin's Omen",21,34,0.6176
Renekton,3026,"Guardian Angel",37,60,0.6167
Renekton,2420,Stopwatch,15,25,0.6000
Renekton,3077,Tiamat,10,17,0.5882
Renekton,3153,"Blade of The Ruined King",46,80,0.5750
Renekton,6631,Stridebreaker,139,242,0.5744
Renekton,3071,"Black Cleaver",62,109,0.5688
Renekton,1031,"Chain Vest",19,34,0.5588
Renekton,6333,"Death's Dance",13,24,0.5417
Renekton,3748,"Titanic Hydra",7,13,0.5385
Renekton,3111,"Mercury's Treads",83,157,0.5287
Renekton,3053,"Sterak's Gage",195,371,0.5256
Renekton,1033,"Null-Magic Mantle",14,27,0.5185
Renekton,3156,"Maw of Malmortius",1,2,0.5000
Renekton,3105,"Aegis of the Legion",6,12,0.5000
Renekton,3110,"Frozen Heart",1,2,0.5000
Renekton,2421,"Broken Stopwatch",27,54,0.5000
Renekton,4401,"Force of Nature",2,4,0.5000
Renekton,3211,"Spectre's Cowl",10,20,0.5000
Renekton,6693,"Prowler's Claw",20,41,0.4878
Renekton,3047,"Plated Steelcaps",262,541,0.4843
Renekton,1011,"Giant's Belt",9,19,0.4737
Renekton,3123,"Executioner's Calling",45,97,0.4639
Renekton,3082,"Warden's Mail",11,24,0.4583
Renekton,3067,Kindlegem,37,81,0.4568
Renekton,3133,"Caulfield's Warhammer",28,62,0.4516
Renekton,6630,Goredrinker,195,433,0.4503
Renekton,3074,"Ravenous Hydra",3,7,0.4286
Renekton,1037,Pickaxe,37,87,0.4253
Renekton,3075,Thornmail,11,27,0.4074
Renekton,6029,"Ironspike Whip",8,20,0.4000
Renekton,1043,"Recurve Bow",2,5,0.4000
Renekton,3076,"Bramble Vest",35,90,0.3889
Renekton,3193,"Gargoyle Stoneplate",7,18,0.3889
Renekton,3044,Phage,44,117,0.3761
Renekton,3134,"Serrated Dirk",3,8,0.3750
Renekton,1028,"Ruby Crystal",56,157,0.3567
Renekton,1036,"Long Sword",35,103,0.3398
Renekton,3091,"Wit's End",1,3,0.3333
Renekton,3001,"Abyssal Mask",1,3,0.3333
Renekton,3065,"Spirit Visage",10,31,0.3226
Renekton,1001,Boots,11,37,0.2973
Renekton,1057,"Negatron Cloak",2,8,0.2500
Rengar,3110,"Frozen Heart",1,1,1.0000
Rengar,2424,"Broken Stopwatch",1,1,1.0000
Rengar,1042,Dagger,2,2,1.0000
Rengar,3117,"Mobility Boots",2,2,1.0000
Rengar,7016,Dreamshatter,1,1,1.0000
Rengar,3070,"Tear of the Goddess",1,1,1.0000
Rengar,3066,"Winged Moonplate",1,1,1.0000
Rengar,3020,"Sorcerer's Shoes",1,1,1.0000
Rengar,3153,"Blade of The Ruined King",1,1,1.0000
Rengar,3179,"Umbral Glaive",1,1,1.0000
Rengar,7002,"Draktharr's Shadowcarver",1,1,1.0000
Rengar,1082,"Dark Seal",6,7,0.8571
Rengar,3513,"Eye of the Herald",5,6,0.8333
Rengar,1033,"Null-Magic Mantle",3,4,0.7500
Rengar,8001,"Anathema's Chains",8,11,0.7273
Rengar,3053,"Sterak's Gage",32,45,0.7111
